ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
RXN-11585,UNK,False,"S-ADENOSYLMETHIONINE, CPD-12570","PROTON, ADENOSYL-HOMO-CYS, CPD-12573",LEFT-TO-RIGHT
RXN-8871,PWY-5665,True,"COUMARATE, WATER","4-HYDROXYBENZALDEHYDE, ACET",LEFT-TO-RIGHT
RXN-13521,PWY-7071,False,"CPD-14508, CPD-12575","CPD-14505, UDP, PROTON",LEFT-TO-RIGHT
RXN-9631,PWY-5992,False,"CPD-10263, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-21322, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-9662,PWY-5971,False,"Myristoyl-ACPs, NAD","Tetradec-2-enoyl-ACPs, NADH, PROTON",RIGHT-TO-LEFT
RXN-17066,PWY-5863,False,"DIHYDROXYNAPHTHOATE, Acceptor","CPD-18334, Donor-H2",LEFT-TO-RIGHT
RXN-13499,PWY-7067,False,"CPD-14492, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-14493, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-16021,PWY-6958,False,CPD-17263,"CPD-17264, WATER",LEFT-TO-RIGHT
RXN-11354,PWY-6475,True,CPD-7535,CPD-7526,LEFT-TO-RIGHT
MORPHINE-6-DEHYDROGENASE-RXN,PWY-5270,False,"NAD-P-OR-NOP, MORPHINE","NADH-P-OR-NOP, MORPHINONE, PROTON",LEFT-TO-RIGHT
RXN-13813,PWY-4421,False,"CPD-6624, CPD-12575","CPD-14835, UDP, PROTON",LEFT-TO-RIGHT
RXN-18191,PWYQT-4450,True,"CPD-19480, WATER",CPDQT-39,LEFT-TO-RIGHT
RXN-18441,PWY-5132,True,"CPD-4211, CPD-7105","PPI, CPD-7110",LEFT-TO-RIGHT
RXN-10878,UNK,False,"PAPS, CPD-11835, PAPS","3-5-ADP, 24-Epibrassinolide-Sulfates, 24-Epibrassinolide-Sulfates, 3-5-ADP",LEFT-TO-RIGHT
RXN0-5248,UNK,False,"NAD, PROTON, E-",NADH,LEFT-TO-RIGHT
RXN-20408,PWY-8043,False,"CPD0-1942, 2-KETOGLUTARATE","GLT, 2-OXOBUTANOATE",LEFT-TO-RIGHT
RXN-18745,PWY-2467,True,"CPD-17616, WATER",CPD-20040,LEFT-TO-RIGHT
RXN-13642,PWY-7101,False,"CPD-14646, OXYGEN-MOLECULE","CPD-14647, CPD-7204",LEFT-TO-RIGHT
RXN-10131,PWY-6199,True,"CPD-10893, PAPS","3-5-ADP, PROTON, CPD-10894",LEFT-TO-RIGHT
RXN-12647,UNK,False,"Oxidized-Plastocyanins, E-",Plastocyanin-Reduced,LEFT-TO-RIGHT
FLAVONOID-3-MONOOXYGENASE-RXN,UNK,False,"Flavonoids, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","3prime-Hydroxy-Flavonoids, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-11413,PWY-601,True,"INDOLE-3-ACETALDOXIME, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12386, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
GDPKIN-RXN,PWY-7226,False,"GDP, ATP","GTP, ADP",LEFT-TO-RIGHT
2.1.1.94-RXN,PWY-5292,True,"S-ADENOSYLMETHIONINE, 16-HYDROXYTABERSONINE","PROTON, ADENOSYL-HOMO-CYS, CPD-7164",LEFT-TO-RIGHT
VAGL-RXN,PWY0-461,False,"5-AMINOPENTANOATE, 2-KETOGLUTARATE","GLT, CPD-280",LEFT-TO-RIGHT
RXN-13784,PWY-7133,False,"WATER, CPD-14753, WATER","CPD-11685, Glucopyranose, PROTON",LEFT-TO-RIGHT
RXN-11449,PWYQT-4471,True,"CPDQT-274, SINAPOYL-COA","CPD-12422, CO-A",LEFT-TO-RIGHT
5-NUCLEOTID-RXN,UNK,False,"WATER, Ribonucleoside-Monophosphates, Ribonucleoside-Monophosphates, WATER","Pi, Ribonucleosides, Ribonucleosides, Pi",LEFT-TO-RIGHT
GLUCONOKIN-RXN,UNK,False,"ATP, GLUCONATE","PROTON, CPD-2961, ADP",
RXN-8587,PWY-6294,False,FARNESYL-PP,"CPD-21652, PPI",LEFT-TO-RIGHT
CITSYN-RXN,PWY-6549,False,"OXALACETIC_ACID, ACETYL-COA, WATER","PROTON, CIT, CO-A",LEFT-TO-RIGHT
RXN-8969,PWY-6540,True,"CPD-9411, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-9412, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-2002,PWY-6458,False,"CINNAMOYL-COA, WATER",CPD-513,LEFT-TO-RIGHT
RXN-10597,PWY-6257,False,FARNESYL-PP,"CPD-11391, PPI",LEFT-TO-RIGHT
RXN-9020,PWY-5765,False,"S-ADENOSYLMETHIONINE, CPD-16","PROTON, CPD-9494, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-8149,PWY-5270,False,"CPD-7710, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD-7713, FORMALDEHYDE, SUC, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-10851,UNK,False,"CPD-11281, Donor-H2","CPD-11763, HS, Acceptor",LEFT-TO-RIGHT
RXN-8023,PWY-6287,True,"CPD-12321, Acceptor","CPD-7408, Donor-H2",LEFT-TO-RIGHT
4.4.1.14-RXN,PWY-7270,False,S-ADENOSYLMETHIONINE,"PROTON, 5-METHYLTHIOADENOSINE, CPD-68",LEFT-TO-RIGHT
RXN-9105,PWY-5802,True,"DIHYDROXYNAPHTHOATE, CPD-4211","ALIZARIN, PPI",LEFT-TO-RIGHT
RXN-15451,UNK,False,"PLASTOQUINONE, E-, PROTON","Plastoquinols, PROTON",LEFT-TO-RIGHT
RXN-8259,PWY-5318,True,UNKNOWN,CPD-8001,LEFT-TO-RIGHT
RXN1F-170,PWY-5035,True,"CPD1F-140, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD1F-139, SUC, CARBON-DIOXIDE",LEFT-TO-RIGHT
METHYLACYLYLCOA-HYDROXY-RXN,VALDEG-PWY,False,CPD-12173,"METHACRYLYL-COA, WATER",RIGHT-TO-LEFT
RXN-13294,PWY-7036,False,"STEAROYL-COA, MALONYL-COA, PROTON","CPD-14271, CARBON-DIOXIDE, CO-A",LEFT-TO-RIGHT
RXN-13486,PWY-7065,False,"CPD-13925, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-14478, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-14444,PWY-7261,False,"PELARGONIDIN-3-GLUCOSIDE-CMPD, CPD-15286, PROTON","CPD-15287, Glucopyranose",LEFT-TO-RIGHT
RXN-18894,UNK,False,"CPD-20260, DOPAQUINONE","CPD-20261, L-DIHYDROXY-PHENYLALANINE",LEFT-TO-RIGHT
RXN-4204,PWY-2561,True,"CPD-4122, MALONYL-COA","CPD-4123, CO-A",LEFT-TO-RIGHT
RXN-8857,PWY-5660,False,"BACCATIN-III, CPD-9207","CPD-12845, CO-A",LEFT-TO-RIGHT
RXN-19546,PWY-8001,False,CPD-21113,"CPD-21114, 2-AMINOACRYLATE",LEFT-TO-RIGHT
RXN-9213,UNK,False,CPD-9833,CPD-9826,
RXN4KF-52,UNK,False,CPD4KF-4,CPD4KF-7,
RXN-4513,PWY-2762,True,"CPD-4404, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-4407, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-12997,PWY-7619,False,"CPD-12647, NAD","CPD-14420, NADH, PROTON",RIGHT-TO-LEFT
RXN-12002,PWY-7196,False,"ATP, UMP","ADP, UDP",LEFT-TO-RIGHT
RXN-14290,UNK,False,"DATP, CPD-12377","CPD-13851, WATER",LEFT-TO-RIGHT
RXN-11433,PWYQT-4473,True,"CPD-12399, WATER","CPD-12400, GLT",LEFT-TO-RIGHT
RXN-8557,UNK,False,FARNESYL-PP,"CPD-8750, PPI",LEFT-TO-RIGHT
1.14.11.20-RXN,PWY-5292,True,"OXYGEN-MOLECULE, 2-KETOGLUTARATE, DEACETOXYVINDOLINE","CARBON-DIOXIDE, SUC, 17-O-DEACETYLVINDOLINE",LEFT-TO-RIGHT
RXN-4845,PWY-2961,True,"CPD-4743, OXYGEN-MOLECULE, Donor-H2","CPD-4744, WATER, Acceptor",LEFT-TO-RIGHT
RXN-1103,PWY-7186,False,"COUMARATE, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-676, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-15374,PWY-7464,True,"CPD-16603, CPD-15283","CPD-16604, Glucopyranose",LEFT-TO-RIGHT
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN,PWY-8011,False,"SER, PYRUVATE, PYRUVATE, SER","OH-PYR, L-ALPHA-ALANINE, L-ALPHA-ALANINE, OH-PYR",LEFT-TO-RIGHT
RXN-11229,UNK,False,OLEATE-CPD,CPD-12189,
TRANS-RXN-172,PWY-5937,False,Fe3-siderophores,Fe3-siderophores,LEFT-TO-RIGHT
RXN-19360,PWY-5874,False,"UDP-GLUCURONATE, CPD-20932","UDP, BILIRUBIN-BISGLUCURONOSIDE",LEFT-TO-RIGHT
RXN-15384,PWY-7473,False,"CPD-16620, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-16622, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN1F-93,PWY-6266-ARA,False,"DIHYDROKAEMPFEROL-CMPD, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD1F-90, SUC, CARBON-DIOXIDE, WATER, PROTON",LEFT-TO-RIGHT
RXN-12633,PWY-6900,False,CPD-13605,CPD-13606,LEFT-TO-RIGHT
RXN-15512,UNK,False,"Protein-pi-phospho-L-histidines, CPD-16758","Protein-Histidines, 23-DIPHOSPHOGLYCERATE",LEFT-TO-RIGHT
RXN-14432,PWY-7256,True,"CPD-15281, CPD1F-766, CPD1F-766, CPD-15281","CPD-7138, FERULIC-ACID",LEFT-TO-RIGHT
RXN-9109,PWY-5809,True,CPD-9627,CPD-9624,LEFT-TO-RIGHT
RXN-10693,PWY-641,True,"CPD-10414, NAD-P-OR-NOP","3-OH-Anthocyanidins, NADH-P-OR-NOP, PROTON",RIGHT-TO-LEFT
RXN-16782,PWY-7679,False,"CPD-18091, CAFFEOYL-COA, PROTON","CPD-18100, CO-A",LEFT-TO-RIGHT
RXN-8680,PWY-6824,False,"CPD-8909, NAD","PROTON, CPD-8911, NADH",LEFT-TO-RIGHT
RXN-1345,PWY-7056,True,CPD-725,"12-OXO-CIS-9-DODECENOATE, CIS-3-HEXENAL",LEFT-TO-RIGHT
RXN-8684,PWY-5466,False,"CPD-8910, NADP","CPD-8908, NADPH, PROTON",RIGHT-TO-LEFT
RXN-11213,VALDEG-PWY,False,"CH3-MALONATE-S-ALD, CO-A, NAD, WATER","PROPIONYL-COA, HCO3, NADH, PROTON",LEFT-TO-RIGHT
UROGENDECARBOX-RXN,CHLOROPHYLL-SYN,False,"UROPORPHYRINOGEN-III, PROTON","CARBON-DIOXIDE, COPROPORPHYRINOGEN_III",LEFT-TO-RIGHT
RXN-11671,PWY-7634,False,"CPD-8158, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12644, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-6561,PWY-4002,False,"2-OXOSUCCINAMATE, Donor-H2","2-HYDROXYSUCCINAMATE, Acceptor",LEFT-TO-RIGHT
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN,PWY-922,True,"ACETOACETYL-COA, WATER, ACETYL-COA","PROTON, CO-A, 3-HYDROXY-3-METHYL-GLUTARYL-COA",LEFT-TO-RIGHT
RXNQT-4389,PWYQT-4482,False,"CTP, CPD-8264, PROTON","CPDQT-518, PPI",LEFT-TO-RIGHT
RXN66-306,PWY-6074,False,"44-DIMETHYL-824-CHOLESTADIENOL, NADP","44-DIMETHYL-CHOLESTA-814-24-TRIENOL, NADPH, PROTON",RIGHT-TO-LEFT
RXN-8050,PWY-5195,True,"CPD-7554, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-7556, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-12065,PWY-7824,True,CPD-13031,PHENYLACETALDOXIME,LEFT-TO-RIGHT
2OXOGLUTDECARB-RXN,PWY-5084,False,"2-KETOGLUTARATE, Oxo-glutarate-dehydrogenase-lipoyl, PROTON","Oxo-glutarate-dehydro-suc-DH-lipoyl, CARBON-DIOXIDE",LEFT-TO-RIGHT
3.1.1.78-RXN,PWY-5301,True,"WATER, POLYNEURIDINE-ALDEHYDE","METOH, CARBON-DIOXIDE, 16-EPIVELLOSIMINE",LEFT-TO-RIGHT
PELUDP-RXN,PWY-7267,True,"CPD-12575, PELARGONIDIN-CMPD","UDP, PELARGONIDIN-3-GLUCOSIDE-CMPD, PROTON",LEFT-TO-RIGHT
RXN-9528,PWY-5971,False,"Beta-hydroxydecanoyl-ACPs, NADP","3-oxo-decanoyl-ACPs, NADPH, PROTON",RIGHT-TO-LEFT
RXN-9638,PWY-5990,True,"CPD-10271, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-10272, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
PRIBFAICARPISOM-RXN,HISTSYN-PWY,False,PHOSPHORIBOSYL-FORMIMINO-AICAR-P,PHOSPHORIBULOSYL-FORMIMINO-AICAR-P,LEFT-TO-RIGHT
RXN-8247,UNK,False,"NIACINE, CPD-7994",NICOTINE,
NICOTINATE-N-METHYLTRANSFERASE-RXN,PWY-5110,True,"S-ADENOSYLMETHIONINE, NIACINE","ADENOSYL-HOMO-CYS, METHYLNICOTINATE",LEFT-TO-RIGHT
RXN-10690,PWY-6297,False,"CPD-12575, CPD-11253","CPD-11510, UDP, PROTON",LEFT-TO-RIGHT
RXN-8155,PWY-5272,False,"CPD-12575, CPD-693","CPD-7727, UDP",LEFT-TO-RIGHT
RXN-16411,PWY-7636,True,"CPD-7853, Acceptor","CPD-17651, Donor-H2",LEFT-TO-RIGHT
RXN-7854,PWY-5140,True,"CPD-7166, OXYGEN-MOLECULE","CPD-7169, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-13941,PWY-7166,True,"CPD-12575, CPD-7252, CPD-7252, CPD-12575","UDP, CPD-14961, UDP",LEFT-TO-RIGHT
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN,PWY-3181,False,"INDOLE_ACETALDEHYDE, OXYGEN-MOLECULE, WATER","PROTON, INDOLE_ACETATE_AUXIN, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
D-PINITOL-DEHYDROGENASE-RXN,PWY-6739,True,"CPD-8046, NADP","PENTAHYDROXYCYCLOHEXANONE, NADPH, PROTON",LEFT-TO-RIGHT
RXN-7601,PWY-5038,True,"S-ADENOSYLMETHIONINE, 1-7-DIMETHYLXANTHINE","PROTON, 1-3-7-TRIMETHYLXANTHINE, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-13692,PWY-7114,True,"CPD-14732, WATER","Linalools, 6-O-BETA-D-XYLOPYRANOSYL",LEFT-TO-RIGHT
RXN-19993,PWY-5301,True,"CPD-21573, NADP","VOMILENINE, NADPH, PROTON",RIGHT-TO-LEFT
RXN-18165,UNK,False,"CPDQT-341, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases, GLUTATHIONE","CPD-12393, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
1.1.1.168-RXN,PWY-3961,False,"PANTOYL-LACTONE, NADP","2-DEHYDROPANTOYL-LACTONE, NADPH, PROTON",RIGHT-TO-LEFT
RXN-9129,PWY-5810,True,CPD-9639,"CPD-7411, WATER",LEFT-TO-RIGHT
RXN-15399,PWY-7477,True,CPD-13923,CPD-9905,LEFT-TO-RIGHT
RXN-13969,PWY-7256,True,"CPD1F-766, CPD-15006","CPD-15005, VANILLATE",LEFT-TO-RIGHT
RXN-13541,PWY-7074,False,"CPD-14528, WATER","CPD-7035, Glucopyranose",LEFT-TO-RIGHT
RXN-12134,PWY-6710,False,"Vernolates, WATER",CPD-13086,LEFT-TO-RIGHT
GMKALT-RXN,PWY-7224,False,"DGMP, ATP, ATP, DGMP","DGDP, ADP, ADP, DGDP",LEFT-TO-RIGHT
RXN-17523,PWY-7170,False,"PROTOHEME, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","BILIVERDINE, FE+2, CARBON-MONOXIDE, Oxidized-ferredoxins, WATER",LEFT-TO-RIGHT
RXN-13475,PWY-7058,True,"S-ADENOSYLMETHIONINE, CPD-14453","CPD-14452, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-3521,PWY-2261,False,"ASCORBATE, HYDROGEN-PEROXIDE, PROTON","CPD-318, WATER",LEFT-TO-RIGHT
ADENOSINE-NUCLEOSIDASE-RXN,PWY-7270,False,"WATER, ADENOSINE","D-Ribofuranose, ADENINE",LEFT-TO-RIGHT
SUCROSE-SYNTHASE-RXN,PWY-3801,False,"CPD-12575, BETA-D-FRUCTOSE","SUCROSE, UDP, PROTON",LEFT-TO-RIGHT
RXN-19749,UNK,False,"CPD-9006, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-9413, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-12696,PWY-6930,False,"CPD-8131, CPD-12575","CPD-13683, UDP, PROTON",LEFT-TO-RIGHT
RXN-13932,PWY-7161,True,"S-ADENOSYLMETHIONINE, CPD-13511","345-TRIHYDROXY-37-DIMETHOXYFLAVONE, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
ENOYL-ACP-REDUCT-NADH-RXN,FASYN-ELONG-PWY,False,"Saturated-Fatty-Acyl-ACPs, NAD","TRANS-D2-ENOYL-ACP, NADH, PROTON",RIGHT-TO-LEFT
RXN-14748,PWY-7325,True,"CPD-15486, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-15630, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-8440,PWY-5380,False,"CPD-8256, Galactosides",CPD-8258,LEFT-TO-RIGHT
RXN-4021,PWY-2541,False,"S-ADENOSYLMETHIONINE, CYCLOARTENOL","PROTON, ADENOSYL-HOMO-CYS, CPD-696",LEFT-TO-RIGHT
RXN-8456,PWY-1901,True,"CPD-8633, OXYGEN-MOLECULE","CPD-8635, WATER",LEFT-TO-RIGHT
RXN-4681,PWY-2841,False,"CPD-4208, WATER, FAD, PROTON","ADENOSINE, CPD-4483, FADH2",LEFT-TO-RIGHT
RXN-15373,PWY-7464,True,"CPD-16602, CPD-15283","CPD-16603, 4-hydroxybenzoate, PROTON",LEFT-TO-RIGHT
ADENOSINE-KINASE-RXN,PWY-6619,False,"ADENOSINE, ATP","PROTON, AMP, ADP",LEFT-TO-RIGHT
OXALODECARB-RXN,UNK,False,"OXALACETIC_ACID, PROTON","PYRUVATE, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-4521,PWY-5290,True,"CPD-9981, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","LOGANATE, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-13020,UNK,False,"CPD-14048, PROTON","CPDQT-341, WATER, CARBON-DIOXIDE",
RXN-14882,UNK,False,CPD-15818,D-Ribofuranose,LEFT-TO-RIGHT
RXN-18446,PWY-5132,True,"ATP, ISOVALERATE, CO-A","PPI, AMP, ISOVALERYL-COA",LEFT-TO-RIGHT
RXN-14058,UNK,False,"UDP-GLUCURONATE, UDP-GLUCURONATE, CPD-12726","PROTON, UDP, UDP, CPD-15063, PROTON",
RXN-19661,PWY-6325,False,CPD-21293,"LICODIONE, PROTON",LEFT-TO-RIGHT
RXN-13518,PWY-7071,False,"CPD-14507, CPD-12575","CPD-14506, UDP",LEFT-TO-RIGHT
RXN-7227,PWY-4681,True,"PROTON, CPD-6645, NADPH","KIEVITONE-CPD, NADP",LEFT-TO-RIGHT
RIBOPHOSPHAT-RXN,RIBOSYN2-PWY,False,"CPD-1086, WATER","AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE, Pi",LEFT-TO-RIGHT
RXN-7716,PWY-5084,False,"Oxo-glutarate-dehydrogenase-DH-lipoyl, NAD","Oxo-glutarate-dehydrogenase-lipoyl, NADH, PROTON",LEFT-TO-RIGHT
RXN-14635,PWY-7298,True,"S-ADENOSYLMETHIONINE, CPD-15473","PROTON, ADENOSYL-HOMO-CYS, CPD-15468",LEFT-TO-RIGHT
RXN-10139,PWYDQC-4,True,"TRP, PYRUVATE","L-ALPHA-ALANINE, INDOLE_PYRUVATE",LEFT-TO-RIGHT
RXN-7248,PWY-4702,False,"CPD-6743, WATER","CPD-6745, Pi",LEFT-TO-RIGHT
RXN-8911,PWY-5707,False,CPD-9304,CPD-9305,LEFT-TO-RIGHT
RXN-14960,PWY-5934,False,"Fe2-siderophores, PROTON","Siderophore, FE+2",LEFT-TO-RIGHT
RXN-9194,PWY-5835,False,"CPD-9758, WATER","PROTON, GERANIOL, ACET",LEFT-TO-RIGHT
4.1.1.80-RXN,PWY-3581,True,"PROTON, P-HYDROXY-PHENYLPYRUVATE","CARBON-DIOXIDE, HYDRPHENYLAC-CPD",LEFT-TO-RIGHT
RXN-7904,PWY-5885,False,"Long-Chain-Fatty-Acids, CO-A, ATP","Long-Chain-Acyl-CoAs, PPI, AMP",LEFT-TO-RIGHT
RXNQT-4317,UNK,False,"PROTON, CPDQT-350, NADPH, OXYGEN-MOLECULE, CYS","CPDQT-409, NADP, WATER",LEFT-TO-RIGHT
RXN-20311,PWY18C3-21,False,"CPD-12575, CPD-400","CPD-21950, UDP, PROTON",LEFT-TO-RIGHT
DIOHBUTANONEPSYN-RXN,RIBOSYN2-PWY,False,RIBULOSE-5P,"PROTON, FORMATE, DIHYDROXY-BUTANONE-P",LEFT-TO-RIGHT
RXN-15533,PWY-7497,True,"CPD-9410, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-16771, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-1443,PWY-7259,False,"CPD-1862, PAPS","3-5-ADP, PROTON, CPD-1863",LEFT-TO-RIGHT
RXN-18184,PWYQT-4450,True,CPDQT-31,"CPD-19477, WATER",LEFT-TO-RIGHT
3.2.1.14-RXN,PWY-6902,False,"CHITIN, WATER",Chitodextrins,LEFT-TO-RIGHT
ALPHA-AMYL-RXN,UNK,False,"WATER, 1-4-alpha-D-Glucan, 1-4-alpha-D-Glucan, WATER","1-4-alpha-D-Glucan, 1-4-alpha-D-Glucan",LEFT-TO-RIGHT
RXN-9644,PWY-5147,False,"OLEATE-CPD, CO-A, ATP","OLEOYL-COA, AMP, PPI",LEFT-TO-RIGHT
RXN-7693,UNK,False,"CPD-7032, NAD","PROTON, CPD-7031, NADH",LEFT-TO-RIGHT
RXN-12878,UNK,False,"GLT, Oxidized-ferredoxins, WATER","AMMONIUM, 2-KETOGLUTARATE, Reduced-ferredoxins, PROTON",
RXN-14896,PWY-5780,True,"CPD-8215, CPD-9557, PROTON","CPD-9558, WATER",LEFT-TO-RIGHT
RXN-7903,PWY-5156,False,"Stearoyl-ACPs, Reduced-ferredoxins, OXYGEN-MOLECULE, PROTON","Oleoyl-ACPs, Oxidized-ferredoxins, WATER",LEFT-TO-RIGHT
RXN0-1382,UNK,False,"FORMYL-COA, FORMYL-COA, OXALATE","OXALYL-COA, FORMATE, OXALYL-COA",LEFT-TO-RIGHT
RXN-20257,PWY-5195,True,"CPD-13248, OXYGEN-MOLECULE, PROTON","CPD-21877, WATER",LEFT-TO-RIGHT
RXN-7755,PWY-5105,True,"CPD-12575, CPD-7072","CPD-7073, UDP",LEFT-TO-RIGHT
RXN-1321,PWY-5410,False,"LINOLENIC_ACID, OXYGEN-MOLECULE",CPD-725,LEFT-TO-RIGHT
TRANS-RXN-227,PWY-7060,False,L-CITRULLINE,L-CITRULLINE,LEFT-TO-RIGHT
RXN-10603,PWY-6258,False,FARNESYL-PP,"PPI, CPD-11413",LEFT-TO-RIGHT
RXN-7609,PWY-6606,False,"GMP, WATER","GUANOSINE, Pi",LEFT-TO-RIGHT
RXN-15529,PWY-7325,True,"S-ADENOSYLMETHIONINE, CPD-15630","PROTON, ADENOSYL-HOMO-CYS, CPD-15632, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
2-ISOPROPYLMALATESYN-RXN,LEUSYN-PWY,False,"2-KETO-ISOVALERATE, ACETYL-COA, WATER","PROTON, 3-CARBOXY-3-HYDROXY-ISOCAPROATE, CO-A",LEFT-TO-RIGHT
TRANS-RXN-171,PWY-5934,False,FE+2,FE+2,LEFT-TO-RIGHT
RXN-15745,PWY-4261,False,"ETR-Quinones, GLYCEROL-3P","ETR-Quinols, DIHYDROXY-ACETONE-PHOSPHATE",LEFT-TO-RIGHT
2.4.1.195-RXN,PWY-2821,True,"CPD-12575, PHENYLACETOTHIOHYDROXIMATE","BENZYL-DESULFOGLUCOSINOLATE, UDP",LEFT-TO-RIGHT
RXN-11282,PWY-6447,False,CPD-461,"CPD-4901, PPI",LEFT-TO-RIGHT
RXN-12648,UNK,False,"PLASTOQUINONE, E-, PROTON",Plastoquinols,LEFT-TO-RIGHT
LEUCPEL-RXN,PWY-7267,True,"LEUCOPELARGONIDIN-CMPD, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD-19725, SUC, CARBON-DIOXIDE, WATER, PROTON",LEFT-TO-RIGHT
RXN-4723,PWY-2902,False,"CPD-12575, CPD-4210","PROTON, CPD-4614, UDP",LEFT-TO-RIGHT
RXN-20082,PWY-5921,False,"ATP, L-glutamyl-tRNAGln","5-Phosphooxy-L-glutamyl-tRNAGlln, ADP",LEFT-TO-RIGHT
RXNQT-4306,PWYQT-4470,False,GLUTATHIONE,L-GAMMA-GLUTAMYLCYSTEINE,LEFT-TO-RIGHT
RXN-9759,PWY-6054,False,"CPD-397, 2-Oxo-carboxylates, PROTON","CPD-10472, CARBON-DIOXIDE, Amino-Acids-20",LEFT-TO-RIGHT
RXN-1827,UNK,False,"1-4-alpha-D-Glucan, WATER","1-4-alpha-D-Glucan, CPD-15717",LEFT-TO-RIGHT
RXN-12077,UNK,False,"OXALATE, Oxidized-ferredoxins","CARBON-DIOXIDE, Reduced-ferredoxins",
RXN-13942,PWY-7166,True,"UDP-L-RHAMNOSE, CPD-14961, UDP-L-RHAMNOSE","PROTON, UDP, CPD-14962, UDP, PROTON",LEFT-TO-RIGHT
RXN-10848,PWY-6325,False,CPD-4302,CPD-11760,LEFT-TO-RIGHT
RXN-4319,PWY-2701,True,"CPD-12575, CPD-3631","PROTON, CPD-4222, UDP",LEFT-TO-RIGHT
L-ARABINOKINASE-RXN,PWY-82,False,"BETA-L-ARABINOSE, ATP","CPD-1825, ADP, PROTON",LEFT-TO-RIGHT
RXN-5984,UNK,False,"Sulfurated-Sulfur-Acceptors, DETHIOBIOTIN","Unsulfurated-Sulfur-Acceptors, CPD-5662",
